decision threshold,223.99067485030673
section_00_source_test_normal_0000_volt_3.0.wav,434.87164336211805,1
section_00_source_test_normal_0001_volt_1.0.wav,371.38293208398466,1
section_00_source_test_normal_0002_volt_1.0.wav,416.4969175183847,1
section_00_source_test_normal_0003_volt_1.0.wav,439.885883133466,1
section_00_source_test_normal_0004_volt_2.0.wav,346.54031604839173,1
section_00_source_test_normal_0005_volt_3.0.wav,354.8999195331532,1
section_00_source_test_normal_0006_volt_3.0.wav,407.313775898933,1
section_00_source_test_normal_0007_volt_1.0.wav,420.2035630905737,1
section_00_source_test_normal_0008_volt_3.0.wav,375.88587238753314,1
section_00_source_test_normal_0009_volt_3.0.wav,387.07158703568,1
section_00_source_test_normal_0010_volt_1.0.wav,425.97449340217526,1
section_00_source_test_normal_0011_volt_1.5.wav,400.7036993683253,1
section_00_source_test_normal_0012_volt_2.5.wav,427.94879232112976,1
section_00_source_test_normal_0013_volt_2.5.wav,626.3884259668512,1
section_00_source_test_normal_0014_volt_2.5.wav,453.746631285738,1
section_00_source_test_normal_0015_volt_2.0.wav,395.14333799622875,1
section_00_source_test_normal_0016_volt_3.0.wav,444.4453986587141,1
section_00_source_test_normal_0017_volt_2.5.wav,371.9839502670837,1
section_00_source_test_normal_0018_volt_2.0.wav,407.75884138207476,1
section_00_source_test_normal_0019_volt_3.0.wav,427.7553531648764,1
section_00_source_test_normal_0020_volt_1.5.wav,496.1184908468564,1
section_00_source_test_normal_0021_volt_2.5.wav,445.6001029365108,1
section_00_source_test_normal_0022_volt_2.0.wav,495.41156323104224,1
section_00_source_test_normal_0023_volt_2.0.wav,350.19912275851476,1
section_00_source_test_normal_0024_volt_2.5.wav,393.79634492469813,1
section_00_source_test_normal_0025_volt_2.0.wav,412.8577691474299,1
section_00_source_test_normal_0026_volt_3.0.wav,441.67150077362794,1
section_00_source_test_normal_0027_volt_2.0.wav,403.8105600185408,1
section_00_source_test_normal_0028_volt_1.0.wav,341.1538191361089,1
section_00_source_test_normal_0029_volt_3.0.wav,402.13285939207367,1
section_00_source_test_normal_0030_volt_1.0.wav,411.4168044558506,1
section_00_source_test_normal_0031_volt_1.5.wav,402.00060247859307,1
section_00_source_test_normal_0032_volt_2.5.wav,368.38459390186273,1
section_00_source_test_normal_0033_volt_2.0.wav,401.9687513043559,1
section_00_source_test_normal_0034_volt_2.5.wav,478.04422553674453,1
section_00_source_test_normal_0035_volt_2.0.wav,450.63102446744676,1
section_00_source_test_normal_0036_volt_1.5.wav,425.99699928694343,1
section_00_source_test_normal_0037_volt_1.0.wav,409.37984985705845,1
section_00_source_test_normal_0038_volt_1.5.wav,522.3416495574247,1
section_00_source_test_normal_0039_volt_1.0.wav,621.7698321478697,1
section_00_source_test_normal_0040_volt_2.0.wav,420.243304332064,1
section_00_source_test_normal_0041_volt_3.0.wav,379.37709166416624,1
section_00_source_test_normal_0042_volt_1.0.wav,387.96014222026787,1
section_00_source_test_normal_0043_volt_1.5.wav,382.4049489816786,1
section_00_source_test_normal_0044_volt_1.5.wav,414.2584524792387,1
section_00_source_test_normal_0045_volt_2.5.wav,420.36236892065057,1
section_00_source_test_normal_0046_volt_1.5.wav,468.0593972152201,1
section_00_source_test_normal_0047_volt_1.5.wav,377.2132908976967,1
section_00_source_test_normal_0048_volt_1.5.wav,508.78573031169094,1
section_00_source_test_normal_0049_volt_2.5.wav,375.0155890782083,1
section_00_target_test_normal_0000_volt_0.8.wav,251.61658682780643,1
section_00_target_test_normal_0001_volt_2.8.wav,408.67999941762355,1
section_00_target_test_normal_0002_volt_0.8.wav,247.21926522134362,1
section_00_target_test_normal_0003_volt_2.3.wav,404.18399106910334,1
section_00_target_test_normal_0004_volt_3.3.wav,1122.6062369539932,1
section_00_target_test_normal_0005_volt_2.8.wav,359.9007408623888,1
section_00_target_test_normal_0006_volt_3.3.wav,350.42489461342774,1
section_00_target_test_normal_0007_volt_3.5.wav,346.04658617487854,1
section_00_target_test_normal_0008_volt_1.3.wav,431.50406242093715,1
section_00_target_test_normal_0009_volt_3.5.wav,352.69072381706525,1
section_00_target_test_normal_0010_volt_0.8.wav,278.429937206414,1
section_00_target_test_normal_0011_volt_2.3.wav,416.6443380251598,1
section_00_target_test_normal_0012_volt_3.3.wav,367.9359673799582,1
section_00_target_test_normal_0013_volt_3.3.wav,443.6918543516764,1
section_00_target_test_normal_0014_volt_2.8.wav,365.73370203224084,1
section_00_target_test_normal_0015_volt_0.6.wav,218.94837790685733,0
section_00_target_test_normal_0016_volt_1.3.wav,439.1838514336443,1
section_00_target_test_normal_0017_volt_0.6.wav,541.3592385496161,1
section_00_target_test_normal_0018_volt_3.5.wav,390.8408212516463,1
section_00_target_test_normal_0019_volt_0.8.wav,423.6487478518427,1
section_00_target_test_normal_0020_volt_3.5.wav,304.98854239396843,1
