decision threshold,383.991480236446
section_01_source_test_normal_0000_vel_4_loc_C.wav,1325.4567180504064,1
section_01_source_test_normal_0001_vel_4_loc_A.wav,1505.680271973336,1
section_01_source_test_normal_0002_vel_4_loc_C.wav,1388.4117892640027,1
section_01_source_test_normal_0003_vel_4_loc_D.wav,1343.6881854283658,1
section_01_source_test_normal_0004_vel_4_loc_B.wav,670.0719591589532,1
section_01_source_test_normal_0005_vel_4_loc_A.wav,1698.432206015236,1
section_01_source_test_normal_0006_vel_12_loc_C.wav,1469.9624595210441,1
section_01_source_test_normal_0007_vel_12_loc_D.wav,1422.3691344928764,1
section_01_source_test_normal_0008_vel_4_loc_A.wav,1772.3570679775,1
section_01_source_test_normal_0009_vel_4_loc_A.wav,1567.5655732337652,1
section_01_source_test_normal_0010_vel_12_loc_A.wav,1923.4655563154067,1
section_01_source_test_normal_0011_vel_12_loc_D.wav,1499.38223634532,1
section_01_source_test_normal_0012_vel_4_loc_A.wav,1621.71377413003,1
section_01_source_test_normal_0013_vel_4_loc_D.wav,1209.0543495909644,1
section_01_source_test_normal_0014_vel_4_loc_A.wav,1637.8984959056659,1
section_01_source_test_normal_0015_vel_4_loc_B.wav,579.8551628902555,1
section_01_source_test_normal_0016_vel_12_loc_B.wav,899.9516084887571,1
section_01_source_test_normal_0017_vel_12_loc_D.wav,1480.1261410403629,1
section_01_source_test_normal_0018_vel_4_loc_D.wav,903.1127437932146,1
section_01_source_test_normal_0019_vel_12_loc_A.wav,1537.4297194615897,1
section_01_source_test_normal_0020_vel_4_loc_C.wav,1259.2903997611397,1
section_01_source_test_normal_0021_vel_12_loc_A.wav,1216.718188954719,1
section_01_source_test_normal_0022_vel_12_loc_C.wav,1274.5053521319226,1
section_01_source_test_normal_0023_vel_12_loc_A.wav,1507.0015761778361,1
section_01_source_test_normal_0024_vel_12_loc_B.wav,957.596565987764,1
section_01_source_test_normal_0025_vel_12_loc_C.wav,1066.7073028354964,1
section_01_source_test_normal_0026_vel_12_loc_B.wav,960.0265701364192,1
section_01_source_test_normal_0027_vel_4_loc_B.wav,690.5204536995486,1
section_01_source_test_normal_0028_vel_12_loc_D.wav,1503.2999968071745,1
section_01_source_test_normal_0029_vel_12_loc_B.wav,917.5975476913286,1
section_01_source_test_normal_0030_vel_4_loc_D.wav,943.6171171382562,1
section_01_source_test_normal_0031_vel_4_loc_D.wav,1086.4521149604896,1
section_01_source_test_normal_0032_vel_4_loc_D.wav,961.0713097213907,1
section_01_source_test_normal_0033_vel_4_loc_C.wav,1204.2161059771374,1
section_01_source_test_normal_0034_vel_12_loc_B.wav,860.4750767175783,1
section_01_source_test_normal_0035_vel_12_loc_D.wav,1477.0513050792458,1
section_01_source_test_normal_0036_vel_4_loc_B.wav,615.0439223362646,1
section_01_source_test_normal_0037_vel_12_loc_C.wav,1306.837336531994,1
section_01_source_test_normal_0038_vel_12_loc_B.wav,914.8608726374725,1
section_01_source_test_normal_0039_vel_12_loc_A.wav,1481.8552749982503,1
section_01_source_test_normal_0040_vel_4_loc_B.wav,745.7164316440847,1
section_01_source_test_normal_0041_vel_12_loc_A.wav,1586.2247039286042,1
section_01_source_test_normal_0042_vel_12_loc_C.wav,1425.6112887623874,1
section_01_source_test_normal_0043_vel_4_loc_C.wav,1308.3260749972856,1
section_01_source_test_normal_0044_vel_4_loc_C.wav,1175.8125469857848,1
section_01_source_test_normal_0045_vel_12_loc_D.wav,1601.6822419724756,1
section_01_source_test_normal_0046_vel_12_loc_A.wav,1579.73466927213,1
section_01_source_test_normal_0047_vel_4_loc_B.wav,567.413191293922,1
section_01_source_test_normal_0048_vel_4_loc_A.wav,1525.864598370163,1
section_01_source_test_normal_0049_vel_12_loc_C.wav,1483.3546185257983,1
section_01_target_test_normal_0000_vel_4_loc_H.wav,1474.4622337725984,1
section_01_target_test_normal_0001_vel_12_loc_E.wav,2528.7339925973997,1
section_01_target_test_normal_0002_vel_4_loc_F.wav,1210.7724972206665,1
section_01_target_test_normal_0003_vel_4_loc_F.wav,1609.5070955947583,1
section_01_target_test_normal_0004_vel_12_loc_H.wav,1359.9908348379092,1
section_01_target_test_normal_0005_vel_4_loc_H.wav,1516.9115658380542,1
section_01_target_test_normal_0006_vel_4_loc_E.wav,1925.9156552218085,1
section_01_target_test_normal_0007_vel_4_loc_F.wav,1201.2611906493805,1
section_01_target_test_normal_0008_vel_12_loc_H.wav,2237.5319632423802,1
section_01_target_test_normal_0009_vel_12_loc_F.wav,2148.012385506981,1
section_01_target_test_normal_0010_vel_4_loc_F.wav,990.5175988845594,1
section_01_target_test_normal_0011_vel_4_loc_E.wav,2817.8387907337133,1
section_01_target_test_normal_0012_vel_12_loc_F.wav,1809.8526377472608,1
section_01_target_test_normal_0013_vel_12_loc_G.wav,2107.0478394003894,1
section_01_target_test_normal_0014_vel_12_loc_E.wav,2594.0758493690555,1
section_01_target_test_normal_0015_vel_12_loc_E.wav,2813.4178862720405,1
section_01_target_test_normal_0016_vel_12_loc_E.wav,3007.970461893753,1
section_01_target_test_normal_0017_vel_12_loc_E.wav,3023.881256880546,1
section_01_target_test_normal_0018_vel_4_loc_E.wav,2477.0791567279507,1
section_01_target_test_normal_0019_vel_4_loc_F.wav,1915.8287871323057,1
section_01_target_test_normal_0020_vel_12_loc_F.wav,2100.1922503471283,1
section_01_target_test_normal_0021_vel_12_loc_H.wav,2252.512189450757,1
section_01_target_test_normal_0022_vel_12_loc_H.wav,1764.80640255311,1
section_01_target_test_normal_0023_vel_12_loc_G.wav,1774.8073756460458,1
section_01_target_test_normal_0024_vel_12_loc_G.wav,1678.067577397742,1
section_01_target_test_normal_0025_vel_4_loc_H.wav,2015.7030546174833,1
section_01_target_test_normal_0026_vel_4_loc_F.wav,1604.9573134939017,1
section_01_target_test_normal_0027_vel_4_loc_G.wav,1848.3890515172675,1
section_01_target_test_normal_0028_vel_4_loc_G.wav,1516.3235047197406,1
section_01_target_test_normal_0029_vel_4_loc_E.wav,3058.8803203905622,1
section_01_target_test_normal_0030_vel_12_loc_H.wav,2101.158507093587,1
section_01_target_test_normal_0031_vel_4_loc_H.wav,2075.6039666094402,1
section_01_target_test_normal_0032_vel_4_loc_E.wav,3079.9569135925394,1
section_01_target_test_normal_0033_vel_12_loc_G.wav,1520.9826209048701,1
section_01_target_test_normal_0034_vel_12_loc_E.wav,2240.7089364426715,1
section_01_target_test_normal_0035_vel_4_loc_G.wav,1597.6854234329858,1
section_01_target_test_normal_0036_vel_12_loc_E.wav,968.6169883474843,1
section_01_target_test_normal_0037_vel_4_loc_G.wav,1986.2322593273184,1
section_01_target_test_normal_0038_vel_12_loc_F.wav,1427.667176413638,1
section_01_target_test_normal_0039_vel_4_loc_H.wav,1870.2677634938273,1
section_01_target_test_normal_0040_vel_12_loc_F.wav,2006.548178542916,1
section_01_target_test_normal_0041_vel_12_loc_F.wav,2117.430091892083,1
section_01_target_test_normal_0042_vel_12_loc_G.wav,2006.535584753507,1
section_01_target_test_normal_0043_vel_4_loc_E.wav,2971.1032570871125,1
section_01_target_test_normal_0044_vel_4_loc_G.wav,1863.5279518933748,1
section_01_target_test_normal_0045_vel_12_loc_H.wav,2517.0102723319746,1
section_01_target_test_normal_0046_vel_12_loc_G.wav,2078.646357378009,1
section_01_target_test_normal_0047_vel_4_loc_G.wav,2107.6110377587306,1
section_01_target_test_normal_0048_vel_4_loc_H.wav,1469.4227786976678,1
section_01_target_test_normal_0049_vel_4_loc_E.wav,2597.803292426595,1
section_01_source_test_anomaly_0000_vel_4_loc_C.wav,978.04895818102,1
section_01_source_test_anomaly_0001_vel_12_loc_C.wav,1180.1039758318368,1
section_01_source_test_anomaly_0002_vel_12_loc_A.wav,1427.9670290412303,1
section_01_source_test_anomaly_0003_vel_4_loc_A.wav,1128.230545836943,1
section_01_source_test_anomaly_0004_vel_12_loc_C.wav,1089.8059199618326,1
section_01_source_test_anomaly_0005_vel_4_loc_A.wav,1286.2994047403538,1
section_01_source_test_anomaly_0006_vel_4_loc_C.wav,1110.4562913806792,1
section_01_source_test_anomaly_0007_vel_4_loc_C.wav,1187.8046310789007,1
section_01_source_test_anomaly_0008_vel_4_loc_B.wav,691.2246387364419,1
section_01_source_test_anomaly_0009_vel_12_loc_C.wav,1227.406639820003,1
section_01_source_test_anomaly_0010_vel_4_loc_D.wav,710.1670321605086,1
section_01_source_test_anomaly_0011_vel_4_loc_C.wav,1147.8839993560657,1
section_01_source_test_anomaly_0012_vel_4_loc_A.wav,1196.897506432125,1
section_01_source_test_anomaly_0013_vel_12_loc_C.wav,1214.5956869562895,1
section_01_source_test_anomaly_0014_vel_12_loc_D.wav,1034.3743067774867,1
section_01_source_test_anomaly_0015_vel_4_loc_B.wav,724.2077122883106,1
section_01_source_test_anomaly_0016_vel_12_loc_B.wav,1119.2542801605593,1
section_01_source_test_anomaly_0017_vel_4_loc_A.wav,901.5867059443003,1
section_01_source_test_anomaly_0018_vel_12_loc_B.wav,834.7612923758734,1
section_01_source_test_anomaly_0019_vel_12_loc_B.wav,1313.013117145267,1
section_01_source_test_anomaly_0020_vel_12_loc_A.wav,1405.0624487704706,1
section_01_source_test_anomaly_0021_vel_12_loc_A.wav,1669.9621806652585,1
section_01_source_test_anomaly_0022_vel_12_loc_A.wav,1340.4119891110531,1
section_01_source_test_anomaly_0023_vel_4_loc_D.wav,823.5406913388761,1
section_01_source_test_anomaly_0024_vel_4_loc_B.wav,638.6944694794436,1
section_01_source_test_anomaly_0025_vel_12_loc_D.wav,1083.0458414152135,1
section_01_source_test_anomaly_0026_vel_12_loc_A.wav,1429.8455039522248,1
section_01_source_test_anomaly_0027_vel_4_loc_C.wav,1191.7799721304527,1
section_01_source_test_anomaly_0028_vel_4_loc_B.wav,658.0811533632736,1
section_01_source_test_anomaly_0029_vel_12_loc_C.wav,1724.2249414352584,1
section_01_source_test_anomaly_0030_vel_4_loc_A.wav,1496.784947975679,1
section_01_source_test_anomaly_0031_vel_4_loc_B.wav,818.7241724958558,1
section_01_source_test_anomaly_0032_vel_12_loc_A.wav,1687.3791071982384,1
