decision threshold,284.7093522062738
section_01_source_test_normal_0000_pat_04_panel_bs-c.wav,291.6647802827641,1
section_01_source_test_normal_0001_pat_04_panel_bs-c.wav,402.00625419233404,1
section_01_source_test_normal_0002_pat_05_panel_open.wav,220.49950159568363,0
section_01_source_test_normal_0003_pat_04_panel_open.wav,228.65677540919324,0
section_01_source_test_normal_0004_pat_04_panel_open.wav,213.10324617552652,0
section_01_source_test_normal_0005_pat_04_panel_open.wav,403.2397992644452,1
section_01_source_test_normal_0006_pat_05_panel_bs-c.wav,369.38118513272025,1
section_01_source_test_normal_0007_pat_04_panel_bs-c.wav,201.45682856371363,0
section_01_source_test_normal_0008_pat_04_panel_bs-c.wav,202.85690642012398,0
section_01_source_test_normal_0009_pat_04_panel_bs-c.wav,265.8129906123355,0
section_01_source_test_normal_0010_pat_05_panel_bs-c.wav,332.3053524525711,1
section_01_source_test_normal_0011_pat_05_panel_bs-c.wav,277.37736854856973,0
section_01_source_test_normal_0012_pat_05_panel_open.wav,177.14782945803222,0
section_01_source_test_normal_0013_pat_04_panel_open.wav,294.7623883048044,1
section_01_source_test_normal_0014_pat_04_panel_open.wav,205.42231482778058,0
section_01_source_test_normal_0015_pat_05_panel_bs-c.wav,193.06051699197238,0
section_01_source_test_normal_0016_pat_05_panel_open.wav,240.43286342166,0
section_01_source_test_normal_0017_pat_05_panel_open.wav,335.5645188321424,1
section_01_source_test_normal_0018_pat_04_panel_bs-c.wav,930.3602795631484,1
section_01_source_test_normal_0019_pat_04_panel_bs-c.wav,496.6418519493916,1
section_01_source_test_normal_0020_pat_05_panel_open.wav,256.02874191334047,0
section_01_source_test_normal_0021_pat_04_panel_bs-c.wav,198.52513558282703,0
section_01_source_test_normal_0022_pat_05_panel_open.wav,515.731814433486,1
section_01_source_test_normal_0023_pat_05_panel_open.wav,182.7713483049006,0
section_01_source_test_normal_0024_pat_05_panel_bs-c.wav,211.50361272505435,0
section_01_source_test_normal_0025_pat_04_panel_open.wav,426.6112422266209,1
section_01_source_test_normal_0026_pat_04_panel_open.wav,235.3593459176975,0
section_01_source_test_normal_0027_pat_04_panel_open.wav,224.45135299799168,0
section_01_source_test_normal_0028_pat_05_panel_open.wav,215.12818854993884,0
section_01_source_test_normal_0029_pat_04_panel_bs-c.wav,534.7127417357385,1
section_01_source_test_normal_0030_pat_04_panel_open.wav,200.32773219782956,0
section_01_source_test_normal_0031_pat_04_panel_open.wav,260.056662532376,0
section_01_source_test_normal_0032_pat_05_panel_bs-c.wav,405.2635821359298,1
section_01_source_test_normal_0033_pat_04_panel_bs-c.wav,230.62811540291776,0
section_01_source_test_normal_0034_pat_05_panel_open.wav,308.99058573871196,1
section_01_source_test_normal_0035_pat_05_panel_bs-c.wav,272.9732281272693,0
section_01_source_test_normal_0036_pat_05_panel_bs-c.wav,532.4370469627605,1
section_01_source_test_normal_0037_pat_04_panel_open.wav,183.30128587840537,0
section_01_source_test_normal_0038_pat_04_panel_open.wav,603.7142572436911,1
section_01_source_test_normal_0039_pat_05_panel_open.wav,310.38223967808244,1
section_01_source_test_normal_0040_pat_05_panel_open.wav,212.49921100009354,0
section_01_source_test_normal_0041_pat_05_panel_open.wav,438.38854415741616,1
section_01_source_test_normal_0042_pat_04_panel_open.wav,236.13799037741455,0
section_01_source_test_normal_0043_pat_05_panel_bs-c.wav,410.12698291136917,1
section_01_source_test_normal_0044_pat_05_panel_bs-c.wav,397.14732520669736,1
section_01_source_test_normal_0045_pat_04_panel_bs-c.wav,230.14778595792433,0
section_01_source_test_normal_0046_pat_04_panel_bs-c.wav,193.05051015261313,0
section_01_source_test_normal_0047_pat_05_panel_bs-c.wav,193.40650742994492,0
section_01_source_test_normal_0048_pat_05_panel_bs-c.wav,233.16474322775775,0
section_01_source_test_normal_0049_pat_04_panel_bs-c.wav,214.25261189523394,0
section_01_target_test_normal_0000_pat_04_panel_b-c.wav,962.4289089657502,1
section_01_target_test_normal_0001_pat_04_panel_s-c.wav,225.29059655708676,0
section_01_target_test_normal_0002_pat_04_panel_s-c.wav,222.19691783041935,0
section_01_target_test_normal_0003_pat_05_panel_s-c.wav,294.7150115850418,1
section_01_target_test_normal_0004_pat_04_panel_b-c.wav,218.0499452549549,0
section_01_target_test_normal_0005_pat_05_panel_s-c.wav,214.95602758817466,0
section_01_target_test_normal_0006_pat_04_panel_s-c.wav,399.33346865225815,1
section_01_target_test_normal_0007_pat_05_panel_b-c.wav,203.64074354702484,0
section_01_target_test_normal_0008_pat_04_panel_b-c.wav,257.0578438238473,0
section_01_target_test_normal_0009_pat_04_panel_b-c.wav,215.04929377602448,0
section_01_target_test_normal_0010_pat_05_panel_s-c.wav,206.7231500501507,0
section_01_target_test_normal_0011_pat_04_panel_s-c.wav,270.169088764775,0
section_01_target_test_normal_0012_pat_05_panel_s-c.wav,198.59271697459147,0
section_01_target_test_normal_0013_pat_04_panel_s-c.wav,300.51066354639636,1
section_01_target_test_normal_0014_pat_05_panel_b-c.wav,197.10315340854524,0
section_01_target_test_normal_0015_pat_04_panel_s-c.wav,618.5083796765678,1
section_01_target_test_normal_0016_pat_05_panel_b-c.wav,210.09670638051426,0
section_01_target_test_normal_0017_pat_05_panel_s-c.wav,212.20230681832723,0
section_01_target_test_normal_0018_pat_05_panel_b-c.wav,201.20587364269383,0
section_01_target_test_normal_0019_pat_04_panel_s-c.wav,248.5604050439752,0
section_01_target_test_normal_0020_pat_05_panel_s-c.wav,290.48523294373365,1
section_01_target_test_normal_0021_pat_05_panel_s-c.wav,210.31823653409052,0
section_01_target_test_normal_0022_pat_04_panel_b-c.wav,305.2601353007909,1
section_01_target_test_normal_0023_pat_05_panel_b-c.wav,333.2930835708339,1
section_01_target_test_normal_0024_pat_04_panel_b-c.wav,261.85911088721696,0
section_01_target_test_normal_0025_pat_05_panel_b-c.wav,298.9166485126267,1
section_01_target_test_normal_0026_pat_04_panel_s-c.wav,306.558084886168,1
section_01_target_test_normal_0027_pat_04_panel_b-c.wav,243.15030268827599,0
section_01_target_test_normal_0028_pat_04_panel_b-c.wav,246.3117038718684,0
section_01_target_test_normal_0029_pat_05_panel_s-c.wav,198.59171689116667,0
section_01_target_test_normal_0030_pat_04_panel_s-c.wav,285.02784193375,1
section_01_target_test_normal_0031_pat_05_panel_b-c.wav,219.24187459534286,0
section_01_target_test_normal_0032_pat_05_panel_s-c.wav,392.1529421833619,1
section_01_target_test_normal_0033_pat_04_panel_s-c.wav,480.23476645532924,1
section_01_target_test_normal_0034_pat_05_panel_b-c.wav,926.1721178425287,1
section_01_target_test_normal_0035_pat_05_panel_s-c.wav,289.7523302584923,1
section_01_target_test_normal_0036_pat_05_panel_b-c.wav,422.2610620840328,1
section_01_target_test_normal_0037_pat_05_panel_s-c.wav,334.04925486445063,1
section_01_target_test_normal_0038_pat_04_panel_b-c.wav,273.7228677731831,0
section_01_target_test_normal_0039_pat_04_panel_b-c.wav,260.4717997842091,0
section_01_target_test_normal_0040_pat_04_panel_s-c.wav,225.9196113034553,0
section_01_target_test_normal_0041_pat_05_panel_b-c.wav,220.13977915493683,0
section_01_target_test_normal_0042_pat_05_panel_s-c.wav,199.60642279330216,0
section_01_target_test_normal_0043_pat_04_panel_s-c.wav,237.82806049347144,0
section_01_target_test_normal_0044_pat_04_panel_b-c.wav,282.7336821873191,0
section_01_target_test_normal_0045_pat_05_panel_b-c.wav,407.81794437466124,1
section_01_target_test_normal_0046_pat_04_panel_b-c.wav,250.02122361050263,0
section_01_target_test_normal_0047_pat_04_panel_b-c.wav,229.27001954399614,0
section_01_target_test_normal_0048_pat_04_panel_s-c.wav,415.2781778751912,1
section_01_target_test_normal_0049_pat_05_panel_b-c.wav,245.82388195890638,0
section_01_source_test_anomaly_0000_pat_05_panel_open.wav,1227.7145943636206,1
section_01_source_test_anomaly_0001_pat_04_panel_open.wav,691.6011670010746,1
section_01_source_test_anomaly_0002_pat_04_panel_open.wav,571.2998604362439,1
section_01_source_test_anomaly_0003_pat_05_panel_open.wav,744.6465792346944,1
section_01_source_test_anomaly_0004_pat_04_panel_bs-c.wav,431.217368618916,1
section_01_source_test_anomaly_0005_pat_05_panel_bs-c.wav,597.3703781966256,1
section_01_source_test_anomaly_0006_pat_04_panel_open.wav,566.9766755270336,1
section_01_source_test_anomaly_0007_pat_04_panel_open.wav,831.1339956064057,1
section_01_source_test_anomaly_0008_pat_05_panel_bs-c.wav,271.7633367607333,0
section_01_source_test_anomaly_0009_pat_04_panel_open.wav,582.9123496825073,1
section_01_source_test_anomaly_0010_pat_04_panel_bs-c.wav,314.15892691651004,1
section_01_source_test_anomaly_0011_pat_04_panel_open.wav,785.7393980081008,1
section_01_source_test_anomaly_0012_pat_05_panel_bs-c.wav,463.22273917929977,1
section_01_source_test_anomaly_0013_pat_05_panel_open.wav,796.4368835929336,1
section_01_source_test_anomaly_0014_pat_05_panel_open.wav,652.5724026187602,1
section_01_source_test_anomaly_0015_pat_04_panel_open.wav,428.0472202523299,1
section_01_source_test_anomaly_0016_pat_04_panel_bs-c.wav,353.4678643507391,1
section_01_source_test_anomaly_0017_pat_05_panel_open.wav,914.9027351563625,1
section_01_source_test_anomaly_0018_pat_04_panel_bs-c.wav,343.41884422063504,1
section_01_source_test_anomaly_0019_pat_04_panel_open.wav,592.3512736174606,1
section_01_source_test_anomaly_0020_pat_05_panel_open.wav,686.2906872122583,1
section_01_source_test_anomaly_0021_pat_04_panel_bs-c.wav,419.6634258712529,1
section_01_source_test_anomaly_0022_pat_05_panel_bs-c.wav,494.0545139662257,1
section_01_source_test_anomaly_0023_pat_04_panel_bs-c.wav,391.4952103100588,1
section_01_source_test_anomaly_0024_pat_04_panel_bs-c.wav,519.2942698372698,1
section_01_source_test_anomaly_0025_pat_05_panel_open.wav,503.3121437992604,1
section_01_source_test_anomaly_0026_pat_05_panel_bs-c.wav,448.6445795677773,1
section_01_source_test_anomaly_0027_pat_05_panel_open.wav,701.8241439622441,1
section_01_source_test_anomaly_0028_pat_05_panel_bs-c.wav,425.22422569799767,1
section_01_source_test_anomaly_0029_pat_04_panel_bs-c.wav,294.84284126601494,1
section_01_source_test_anomaly_0030_pat_04_panel_bs-c.wav,448.71889982855294,1
section_01_source_test_anomaly_0031_pat_05_panel_open.wav,711.6974529277625,1
section_01_source_test_anomaly_0032_pat_04_panel_open.wav,624.7592954259005,1
section_01_source_test_anomaly_0033_pat_04_panel_bs-c.wav,411.31627643150955,1
section_01_source_test_anomaly_0034_pat_05_panel_bs-c.wav,520.239029863316,1
section_01_source_test_anomaly_0035_pat_04_panel_open.wav,515.6962380912336,1
