decision threshold,144.14268700524832
section_00_source_test_normal_0000_car_A2_spd_28V_mic_1_noise_1.wav,114.83134680079594,0
section_00_source_test_normal_0001_car_A2_spd_28V_mic_1_noise_1.wav,76.42237165221506,0
section_00_source_test_normal_0002_car_A2_spd_28V_mic_1_noise_1.wav,98.12020141557285,0
section_00_source_test_normal_0003_car_A2_spd_28V_mic_1_noise_1.wav,46.09777816788976,0
section_00_source_test_normal_0004_car_A2_spd_28V_mic_1_noise_1.wav,48.39022195976504,0
section_00_source_test_normal_0005_car_A2_spd_28V_mic_1_noise_1.wav,59.79324868347116,0
section_00_source_test_normal_0006_car_A1_spd_28V_mic_1_noise_1.wav,393.41002616698574,1
section_00_source_test_normal_0007_car_A1_spd_28V_mic_1_noise_1.wav,368.21154786482833,1
section_00_source_test_normal_0008_car_A1_spd_28V_mic_1_noise_1.wav,319.7882034710985,1
section_00_source_test_normal_0009_car_A2_spd_28V_mic_1_noise_1.wav,222.7831600111973,1
section_00_source_test_normal_0010_car_A2_spd_28V_mic_1_noise_1.wav,265.13269957142995,1
section_00_source_test_normal_0011_car_A2_spd_28V_mic_1_noise_1.wav,238.9973961740415,1
section_00_source_test_normal_0012_car_A2_spd_34V_mic_1_noise_1.wav,107.11628242376169,0
section_00_source_test_normal_0013_car_A2_spd_34V_mic_1_noise_1.wav,42.17223476490652,0
section_00_source_test_normal_0014_car_A2_spd_34V_mic_1_noise_1.wav,65.58424086771628,0
section_00_source_test_normal_0015_car_A1_spd_34V_mic_1_noise_1.wav,64.3227678545219,0
section_00_source_test_normal_0016_car_A1_spd_34V_mic_1_noise_1.wav,47.89480999315266,0
section_00_source_test_normal_0017_car_A1_spd_34V_mic_1_noise_1.wav,56.18284862166688,0
section_00_source_test_normal_0018_car_A2_spd_34V_mic_1_noise_1.wav,53.401061887586096,0
section_00_source_test_normal_0019_car_A2_spd_34V_mic_1_noise_1.wav,39.70654947134217,0
section_00_source_test_normal_0020_car_A2_spd_34V_mic_1_noise_1.wav,49.1318700878647,0
section_00_source_test_normal_0021_car_A2_spd_34V_mic_1_noise_1.wav,72.15199330318156,0
