section_01_source_test_normal_0000_f-n_A.wav,-563.4583381256466
section_01_source_test_normal_0001_f-n_A.wav,-486.06504344043793
section_01_source_test_normal_0002_f-n_A.wav,-560.1750578978215
section_01_source_test_normal_0003_f-n_A.wav,-556.3138108288713
section_01_source_test_normal_0004_f-n_A.wav,4733.386299710765
section_01_source_test_normal_0005_f-n_B.wav,-544.9853946347653
section_01_source_test_normal_0006_f-n_A.wav,-546.1113081469045
section_01_source_test_normal_0007_f-n_A.wav,-568.420626795149
section_01_source_test_normal_0008_f-n_B.wav,-556.4753113652591
section_01_source_test_normal_0009_f-n_A.wav,1220.8371861906317
section_01_source_test_normal_0010_f-n_B.wav,-569.8703608219939
section_01_source_test_normal_0011_f-n_B.wav,-562.9017009467773
section_01_source_test_normal_0012_f-n_B.wav,-566.8778908523923
section_01_source_test_normal_0013_f-n_B.wav,-510.5898170021501
section_01_source_test_normal_0014_f-n_A.wav,-565.2396092022852
section_01_source_test_normal_0015_f-n_A.wav,-573.5933128000563
section_01_source_test_normal_0016_f-n_B.wav,-556.153699385529
section_01_source_test_normal_0017_f-n_A.wav,-551.2586684929317
section_01_source_test_normal_0018_f-n_A.wav,-553.2926116268692
section_01_source_test_normal_0019_f-n_B.wav,-547.3233648738756
section_01_source_test_normal_0020_f-n_B.wav,-560.2101919673737
section_01_source_test_normal_0021_f-n_B.wav,-532.9001045244727
section_01_source_test_normal_0022_f-n_B.wav,-547.7545263541722
section_01_source_test_normal_0023_f-n_A.wav,-557.9873645053871
section_01_source_test_normal_0024_f-n_B.wav,-556.9174717749116
section_01_source_test_normal_0025_f-n_B.wav,-558.5447000391846
section_01_source_test_normal_0026_f-n_A.wav,-522.4907463308218
section_01_source_test_normal_0027_f-n_A.wav,-548.9938864491498
section_01_source_test_normal_0028_f-n_A.wav,-529.7237120931793
section_01_source_test_normal_0029_f-n_A.wav,-532.3952449806526
section_01_source_test_normal_0030_f-n_B.wav,-555.2256053805099
section_01_source_test_normal_0031_f-n_B.wav,-547.6703885842064
section_01_source_test_normal_0032_f-n_A.wav,-555.3460450444209
section_01_source_test_normal_0033_f-n_A.wav,-550.2394267136825
section_01_source_test_normal_0034_f-n_A.wav,-547.9656412633308
section_01_source_test_normal_0035_f-n_A.wav,-558.0291176336734
section_01_source_test_normal_0036_f-n_A.wav,-513.2301452763617
section_01_source_test_normal_0037_f-n_B.wav,-556.5896600499646
section_01_source_test_normal_0038_f-n_B.wav,-570.9707715026439
section_01_source_test_normal_0039_f-n_B.wav,-552.5595580279612
section_01_source_test_normal_0040_f-n_B.wav,-554.5360478809125
section_01_source_test_normal_0041_f-n_B.wav,-551.6782955994813
section_01_source_test_normal_0042_f-n_B.wav,-526.8161710020834
section_01_source_test_normal_0043_f-n_B.wav,-557.9120487910343
section_01_source_test_normal_0044_f-n_A.wav,-551.9326548114261
section_01_source_test_normal_0045_f-n_B.wav,-551.2458945877247
section_01_source_test_normal_0046_f-n_B.wav,-506.89815820996023
section_01_source_test_normal_0047_f-n_A.wav,-547.8004722538296
